Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename: jeee16t16.csv,,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 66 large city governments by activity, March 2016",,,,,,,,,,,,,,,,,,,,,
"Report title: Justice Expenditure and Employment Extracts 2016, Preliminary  NCJ 254126",,,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,,
"Author: Shelley Hyland, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version: 11/07/2019,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 66 large city governments by activity, March 2016",,,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Total justice system,,,,,Police protection,,,,,Judicial and legal,,,,,Corrections,,,,,
,,Employment,,,,,Employment,,,,,Employment,,,,,Employment,,,,
City,Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employees (dollars),Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employees (dollars),Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employees (dollars),Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employees (dollars),City
"Albuquerque, NM",1682,1512,1591,11803,7679,1622,1455,1532,11381,7692,60,57,59,422,7349,0,0,0,0,-,"Albuquerque, NM"
"Anaheim, CA",638,544,607,6297,11148,597,503,566,5903,11273,33,33,33,352,10672,8,8,8,42,5231,"Anaheim, CA"
"Arlington, TX",1018,911,952,5640,6072,927,829,866,5208,6169,91,82,86,433,5084,0,0,0,0,-,"Arlington, TX"
"Atlanta, GA",3003,2999,3003,14045,4679,2323,2323,2323,11023,4745,349,345,349,1829,5264,331,331,331,1192,3602,"Atlanta, GA"
"Aurora, CO",1059,1052,1057,6907,6553,882,879,881,5952,6765,114,111,113,685,6117,63,62,63,270,4325,"Aurora, CO"
"Austin, TX",2669,2643,2664,20455,7717,2398,2388,2395,19090,7988,271,255,269,1365,5180,0,0,0,0,-,"Austin, TX"
,,,,,,,,,,,,,,,,,,,,,
"Bakersfield, CA",558,544,550,3894,7129,548,534,540,3818,7119,10,10,10,76,7638,0,0,0,0,-,"Bakersfield, CA"
"Baltimore, MD",4531,4109,4319,29194,7008,3901,3488,3693,25666,7254,630,621,626,3528,5629,0,0,0,0,-,"Baltimore, MD"
"Baton Rouge, LA",2392,2103,2231,9209,4210,1548,1366,1462,5676,4031,598,492,524,2358,4417,246,245,245,1175,4792,"Baton Rouge, LA"
"Boston, MA",2946,2764,2800,27985,10051,2901,2719,2755,27700,10112,45,45,45,285,6327,0,0,0,0,-,"Boston, MA"
"Buffalo, NY",930,922,926,6782,7336,891,891,891,6572,7376,39,31,35,210,6175,0,0,0,0,-,"Buffalo, NY"
"Charlotte, NC",2418,2355,2429,12095,5057,2368,2310,2381,11708,4994,50,45,48,387,8309,0,0,0,0,-,"Charlotte, NC"
,,,,,,,,,,,,,,,,,,,,,
"Chicago, IL",13774,13018,13450,95694,7255,13303,12547,12979,92545,7277,471,471,471,3149,6686,0,0,0,0,-,"Chicago, IL"
"Cleveland, OH",2753,2419,2477,13566,5526,2084,1780,1823,10690,5923,544,519,531,2358,4463,125,120,123,519,4233,"Cleveland, OH"
"Cincinnati, OH",1340,1259,1317,7817,6126,1267,1186,1244,7379,6134,73,73,73,438,6001,0,0,0,0,-,"Cincinnati, OH"
"Colorado Springs, CO",1104,1018,1072,6590,6279,1020,949,995,6104,6264,84,69,77,486,6496,0,0,0,0,-,"Colorado Springs, CO"
"Columbus, OH",2802,2750,2776,18187,6581,2254,2245,2251,15892,7068,480,439,458,2025,4477,68,66,67,270,4010,"Columbus, OH"
"Corpus Christi, TX",729,718,723,4121,5705,649,644,647,3780,5849,80,74,76,342,4449,0,0,0,0,-,"Corpus Christi, TX"
,,,,,,,,,,,,,,,,,,,,,
