Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename: jeee16t13.csv,,,,,,,,,,,,,,,,,,,,,
"Table 13. Justice system employment and payrolls of 106 large county governments by activity, March 2016",,,,,,,,,,,,,,,,,,,,,
"Report title: Justice Expenditure and Employment Extracts 2016, Preliminary  NCJ 254126",,,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,,
"Author: Shelley Hyland, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version: 11/07/2019,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 13. Justice system employment and payrolls of 106 large county governments by activity, March 2016",,,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Total justice system,,,,,Police protection,,,,,Judicial and Legal,,,,,Corrections,,,,,
,,Employment,,,,,Employment,,,,,Employment,,,,,Employment,,,,
County,Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employees full-time equivalent (dollars),Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employees full-time equivalent (dollars),Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employees full-time equivalent (dollars),Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employees full-time equivalent (dollars),County
"Alameda, CA",2910,2851,2890,25979,9025,1689,1667,1678,15318,9144,601,571,594,6117,10451,620,613,618,4544,7372,"Alameda, CA"
"Allegheny, PA",3064,2968,3002,13722,4593,575,575,575,3201,5568,1781,1781,1781,7127,4002,708,612,646,3394,5397,"Allegheny, PA"
"Anne Arundel, MD",1559,1521,1536,9344,6098,881,876,880,5764,6568,337,305,314,1764,5606,341,340,342,1816,5328,"Anne Arundel, MD"
"Arapahoe, CO",637,637,637,4121,6469,474,474,474,3186,6722,82,82,82,587,7163,81,81,81,347,4288,"Arapahoe, CO"
"Baltimore, MD",3656,3248,3403,18160,5466,2760,2407,2522,14439,5886,408,378,396,1858,4725,488,463,485,1863,3889,"Baltimore, MD"
"Bergen, NJ",545,527,538,4752,8877,242,232,237,1893,7977,32,24,30,156,5174,271,271,271,2703,9976,"Bergen, NJ"
"Bernalillo, NM",1186,1130,1161,5338,4669,437,397,418,2206,5471,47,45,46,213,4632,702,688,697,2919,4208,"Bernalillo, NM"
,,,,,,,,,,,,,,,,,,,,,
"Bexar, TX",4002,3952,3982,16453,4137,898,878,890,4108,4628,1120,1097,1111,5428,4904,1984,1977,1981,6917,3493,"Bexar, TX"
"Brevard, FL",1728,1624,1660,6781,4119,821,755,769,3351,4400,457,419,441,1586,3635,450,450,450,1845,4099,"Brevard, FL"
"Bristol, MA",0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,"Bristol, MA"
"Broward, FL",4618,4579,4609,28402,6186,2590,2565,2587,18153,7057,974,960,968,3522,3642,1054,1054,1054,6727,6382,"Broward, FL"
"Bucks, PA",1257,1199,1234,6109,5005,145,129,136,729,5510,569,541,560,2477,4464,543,529,538,2904,5435,"Bucks, PA"
"Camden, NJ",1529,1479,1506,9411,6298,794,755,778,4452,5796,300,296,297,2100,7066,435,428,431,2859,6653,"Camden, NJ"
"Clark, NV",7344,7012,7135,50103,7097,4312,4177,4209,30448,7258,2288,2091,2182,12732,5991,744,744,744,6922,9304,"Clark, NV"
,,,,,,,,,,,,,,,,,,,,,
"Cobb, GA",2452,2127,2241,10165,4604,916,807,835,4062,4908,1061,849,932,3837,4208,475,471,474,2267,4799,"Cobb, GA"
"Collin, TX",1092,1090,1092,4821,4417,173,173,173,908,5251,352,350,352,1688,4802,567,567,567,2225,3924,"Collin, TX"
"Contra Costa, CA",1742,1731,1737,14030,8080,973,968,970,7999,8251,432,428,430,3707,8602,337,335,337,2325,6921,"Contra Costa, CA"
"Cook, IL",12083,12058,12063,69434,5757,780,755,760,5779,7638,5465,5465,5465,28680,5248,5838,5838,5838,34975,5991,"Cook, IL"
"Cuyahoga, OH",3160,3160,3160,13597,4303,623,623,623,2832,4546,1627,1627,1627,6872,4224,910,910,910,3893,4278,"Cuyahoga, OH"
"Dade, FL",8724,8192,8456,55384,6680,4478,3979,4221,29880,7362,1668,1639,1658,8422,5097,2578,2574,2577,17082,6633,"Dade, FL"
"Dallas, TX",5659,5386,5543,25133,4593,774,748,762,3819,5061,1450,1334,1393,6455,4706,3435,3304,3388,14859,4441,"Dallas, TX"
,,,,,,,,,,,,,,,,,,,,,
"DeKalb, GA",2772,2766,2771,11849,4279,1150,1146,1149,4862,4235,1035,1035,1035,4941,4774,587,585,587,2046,3490,"DeKalb, GA"
"Delaware, PA",737,676,702,1782,2586,0,0,0,0,-,733,672,698,1765,2576,4,4,4,17,4245,"Delaware, PA"
"Denton, TX",1160,1153,1157,5148,4450,235,235,235,1166,4960,225,219,222,1382,6234,700,699,700,2601,3719,"Denton, TX"
"Douglas, NE",1092,1000,1070,4784,4574,190,173,182,925,5196,364,306,355,1597,4719,538,521,533,2262,4282,"Douglas, NE"
"Du Page, IL",1136,1110,1124,6536,5833,356,338,348,2334,6767,450,443,447,2247,5042,330,329,329,1955,5938,"Du Page, IL"
"El Paso, CO",1097,1077,1087,5706,5263,670,657,664,3823,5780,291,284,287,1368,4772,136,136,136,515,3790,"El Paso, CO"
"El Paso, TX",2199,2155,2187,11226,5174,472,471,472,2574,5461,678,637,667,3705,5707,1049,1047,1048,4947,4721,"El Paso, TX"
,,,,,,,,,,,,,,,,,,,,,
"Erie, NY",1430,1360,1397,7731,5598,278,261,268,1639,6200,186,184,184,1112,6033,966,915,945,4980,5339,"Erie, NY"
"Essex, NJ",1729,1713,1724,12899,7503,432,431,431,3223,7472,415,407,412,3066,7488,882,875,881,6610,7526,"Essex, NJ"
"Fairfax, VA",3081,2890,2994,21736,7380,1739,1649,1692,13448,8059,541,495,530,3133,6038,801,746,772,5155,6769,"Fairfax, VA"
"Fort Bend, TX",1334,1334,1334,5945,4456,495,495,495,2198,4441,271,271,271,1492,5505,568,568,568,2255,3970,"Fort Bend, TX"
"Franklin, OH",2341,2212,2249,11108,4956,536,530,532,3310,6232,1462,1339,1374,5875,4284,343,343,343,1923,5607,"Franklin, OH"
"Fresno, CA",2034,2015,2022,11151,5517,669,665,667,3791,5690,383,371,374,2565,6861,982,979,981,4795,4891,"Fresno, CA"
"Fulton, GA",2488,2418,2466,11233,4590,179,179,179,773,4321,1270,1249,1261,5866,4655,1039,990,1026,4594,4555,"Fulton, GA"
,,,,,,,,,,,,,,,,,,,,,
"Gwinnett, GA",2173,2055,2109,10180,4857,882,877,880,4087,4651,713,605,653,3264,5091,578,573,576,2829,4923,"Gwinnett, GA"
